gender;SeniorCitizen;Partner;Dependents;tenure;customerID;Churn
Male;1;Yes;No;38;2439-LYPMQ;No
Male;0;No;No;5;2439-QKJUL;No
Female;1;No;No;6;2446-BEGGB;Yes
Male;0;No;No;1;2446-PLQVO;Yes
Male;0;Yes;No;18;2446-ZKVAF;No
Female;0;No;No;11;2450-ZKEED;No
Male;1;No;No;67;2451-YMUXS;No
Male;1;No;No;67;2452-KDRRH;No
Female;1;Yes;No;72;2452-MRMZF;No
Female;0;No;No;47;2452-SNHFZ;No
Female;1;No;No;54;2453-SAFNS;No
Female;1;Yes;No;12;2454-RPBRZ;Yes
Female;0;No;No;31;2455-USLMV;No
Female;0;No;No;11;2458-EOMRE;No
Female;1;No;No;40;2460-FPSYH;Yes
Male;1;Yes;Yes;11;2460-NGXBJ;No
Male;0;No;No;5;2462-XIIJB;Yes
Male;0;No;No;1;2465-BLLEU;No
Female;0;Yes;Yes;20;2466-FCCPT;No
Male;0;Yes;Yes;8;2466-NEJOJ;No
Male;0;No;No;1;2468-SJFLM;No
Female;1;No;No;72;2469-DTSGX;No
Male;0;Yes;No;6;2472-OVKUP;Yes
Male;1;Yes;No;40;2474-BRUCM;Yes
Female;0;Yes;No;23;2474-LCNUE;No
Male;0;No;No;30;2475-MROZF;No
Female;0;No;No;29;2476-YGEFM;No
Male;0;Yes;No;59;2478-EEWWM;No
Male;1;Yes;No;41;2479-BRAMR;Yes
Female;1;Yes;No;58;2480-EJWYP;No
Female;0;Yes;No;1;2480-JZOSN;No
Male;0;Yes;Yes;4;2480-SQIOB;No
Female;0;No;Yes;61;2481-SBOYW;No
Male;0;No;No;10;2482-CZGBB;Yes
Female;0;No;No;39;2483-XSSMZ;No
Female;0;Yes;Yes;31;2484-DGXPZ;Yes
Female;0;Yes;No;2;2485-ITVKB;Yes
Male;0;Yes;No;31;2486-WYVVE;No
Male;0;No;No;4;2495-INZWQ;Yes
Female;0;No;No;33;2495-KZNFB;No
Female;0;No;Yes;4;2495-TTHBQ;No
Female;0;Yes;Yes;32;2498-XLDZR;No
Female;1;Yes;No;72;2499-AJYUA;No
Male;0;No;No;11;2501-XWWTZ;No
Male;1;Yes;No;23;2504-DSHIH;No
Female;0;No;No;6;2506-CLAKW;Yes
Female;1;Yes;No;1;2506-TNFCO;Yes
Male;0;No;No;15;2507-QZPQS;No
Male;0;Yes;No;72;2509-TFPJU;No
Female;0;Yes;Yes;35;2511-ALLCS;No
Male;0;Yes;Yes;50;2511-MORQY;No
Male;0;No;No;1;2514-GINMM;Yes
Female;1;No;No;2;2516-VQRRV;Yes
Female;0;Yes;Yes;41;2516-XSJKX;No
Male;1;No;No;33;2519-ERQOJ;No
Male;0;No;Yes;38;2519-FAKOD;Yes
Male;1;Yes;No;60;2519-LBNQL;No
Male;0;Yes;Yes;25;2519-TWKFS;No
Male;0;Yes;No;70;2521-NPUZR;No
Male;0;Yes;No;60;2522-AHJXR;No
Female;1;Yes;No;34;2522-WLNSF;No
Female;0;Yes;No;27;2523-EWWZL;No
Female;0;No;No;60;2525-GVKQU;No
Male;1;Yes;No;17;2528-HFYZX;Yes
Female;0;Yes;No;71;2530-ENDWQ;Yes
Male;0;Yes;Yes;56;2530-FMFXO;No
Male;0;Yes;No;61;2533-QVMSK;Yes
Male;0;Yes;Yes;15;2533-TIBIX;No
Female;0;Yes;No;70;2535-PBCGC;No
Female;0;No;Yes;1;2538-OIMXF;No
Male;0;Yes;Yes;42;2541-YGPKE;No
Female;0;No;No;1;2542-HYGIQ;No
Female;1;No;No;2;2545-EBUPK;No
Male;0;Yes;No;72;2545-LXYVJ;No
Male;0;Yes;No;52;2546-KZAAT;No
Female;0;Yes;Yes;57;2550-AEVRU;No
Male;0;No;No;7;2550-QHZGP;No
Male;0;No;No;47;2558-BUOZZ;No
Female;0;No;No;65;2560-PPCHE;No
Female;0;Yes;Yes;72;2560-QTSBS;No
Male;0;No;No;68;2560-WBWXF;No
Male;0;No;No;1;2565-JSLRY;Yes
Male;0;No;No;4;2568-BRGYX;Yes
Female;0;Yes;No;37;2568-OIADY;Yes
Female;0;No;No;72;2569-WGERO;No
Male;1;Yes;No;48;2573-GYRUU;No
Female;0;Yes;Yes;7;2575-GFSOE;Yes
Female;0;No;No;1;2576-HXMPA;No
Male;0;Yes;Yes;35;2577-GVSIL;No
Male;0;No;No;44;2578-JQPHZ;No
Female;0;Yes;No;37;2580-ASVVY;No
Female;0;Yes;Yes;65;2580-ATZSQ;No
Female;0;Yes;Yes;59;2581-VKIRT;No
Female;0;No;No;22;2582-FFFZR;No
Male;0;No;Yes;1;2585-KTFRE;No
Male;0;Yes;No;54;2586-CWXVV;No
Male;0;No;No;44;2587-EKXTS;No
Female;0;Yes;Yes;6;2587-YNLES;No
Female;0;No;No;50;2589-AYCRP;No
Male;0;No;No;13;2592-HODOV;No
Male;0;No;No;3;2592-SEIFQ;Yes
Female;0;No;No;1;2592-YKDIF;No
Male;0;No;Yes;27;2595-KIWPV;No
Male;0;Yes;Yes;71;2599-CIPQE;No
Male;0;Yes;No;14;2599-CZABP;No
Male;0;No;No;31;2603-HVKCG;No
Female;0;Yes;No;20;2604-IJPDU;No
Female;0;No;No;12;2604-XVDAM;No
Male;0;No;Yes;40;2606-PKWJB;No
Male;0;No;No;6;2606-RMDHZ;Yes
Male;0;Yes;Yes;72;2607-DHDAK;No
Male;0;No;No;1;2607-FBDFF;No
Female;0;No;No;4;2608-BHKFN;Yes
Female;0;No;No;1;2609-IAICY;Yes
Male;0;Yes;No;64;2612-PHGOX;No
Female;0;No;No;12;2612-RANWT;Yes
Male;0;No;No;4;2612-RRIDN;Yes
Male;1;Yes;No;71;2615-YVMYX;No
Male;0;No;No;64;2616-FLVQC;No
Male;0;Yes;No;33;2616-UUTFK;No
Female;0;No;No;1;2619-WFQWU;Yes
Female;0;Yes;No;3;2621-UDNLU;No
Female;0;Yes;No;70;2623-DRYAM;No
Female;0;Yes;No;51;2625-TRCZQ;No
Male;0;Yes;Yes;4;2626-URJFX;Yes
Male;0;Yes;Yes;67;2626-VEEWG;No
Female;0;Yes;Yes;68;2632-IVXVF;No
Female;0;Yes;No;62;2632-TACXW;No
Male;1;Yes;No;66;2632-UCGVD;Yes
Male;1;Yes;No;53;2634-HCZGT;Yes
Female;1;No;No;1;2636-ALXXZ;Yes
Male;0;Yes;No;4;2636-OHFMN;Yes
Male;0;No;No;64;2636-SJDOU;No
Female;0;Yes;No;3;2637-FKFSY;No
Male;1;No;No;71;2639-UGMAZ;No
Male;0;No;No;2;2640-LYMOV;No
Male;0;No;Yes;27;2640-PMGFL;Yes
Male;1;No;No;9;2642-DTVCO;Yes
Female;0;Yes;Yes;36;2642-MAWLJ;No
Male;0;No;No;7;2645-QTLMB;Yes
Male;0;Yes;No;65;2649-HWLYB;No
Male;0;Yes;Yes;33;2650-GYRYL;No
Male;0;No;No;54;2651-ZCBXV;No
Female;0;No;No;1;2654-VBVPB;No
Female;1;No;No;15;2656-FMOKZ;Yes
Male;0;Yes;No;4;2656-TABEH;Yes
Female;1;Yes;No;26;2657-ALMWY;Yes
Female;0;Yes;Yes;10;2657-VPXTA;No
Male;0;Yes;Yes;67;2659-VXMWZ;Yes
Male;1;No;No;10;2660-EMUBI;Yes
Male;0;Yes;Yes;60;2661-GKBTK;No
Male;0;No;No;65;2662-NNTDK;No
Male;0;Yes;Yes;72;2664-XJZNO;No
Female;1;Yes;No;26;2665-NPTGL;No
Female;0;Yes;Yes;8;2667-WYLWJ;Yes
Male;0;No;No;1;2668-TZSPS;No
Female;0;Yes;No;48;2669-OIDSD;No
Female;0;No;No;41;2669-QVCRG;No
Male;0;No;No;1;2672-DZUOY;Yes
Female;0;No;No;6;2672-HUYVI;Yes
Female;0;No;No;1;2672-OJQZP;No
Female;0;Yes;Yes;37;2672-TGEFF;No
Female;1;No;No;56;2673-CXQEU;No
Female;0;No;No;7;2673-ZALNP;No
Female;0;No;No;4;2674-MIAHT;No
Female;1;No;No;71;2674-MLXMN;No
Male;1;Yes;No;58;2675-DHUTR;No
Male;0;No;No;53;2675-IJRGJ;No
Male;1;Yes;No;31;2675-OTVVJ;No
Male;0;No;No;1;2676-ISHSF;No
Male;0;No;No;6;2676-OXPPQ;No
Male;0;No;No;49;2676-SSLTO;No
Female;0;No;No;8;2680-XKKNJ;No
Female;1;No;No;22;2682-KEVRP;No
Male;0;Yes;No;29;2683-BPJSO;Yes
Male;0;Yes;Yes;61;2683-JXWQQ;No
Female;1;No;No;30;2684-EIWEO;Yes
Female;0;Yes;Yes;25;2685-SREOM;Yes
Male;1;No;No;9;2688-BHGOG;No
Male;0;Yes;Yes;5;2690-DVRVK;No
Male;0;No;No;9;2691-NZETQ;Yes
Female;0;Yes;No;65;2692-AQCPF;No
Male;1;No;No;29;2692-BUCFV;No
Female;0;No;No;1;2692-PFYTJ;No
Female;0;No;No;12;2694-CIUMO;No
Female;0;Yes;Yes;55;2696-ECXKC;No
Male;0;No;No;11;2696-NARTR;Yes
Male;0;Yes;No;68;2696-RZVZW;No
Male;0;No;No;34;2697-NQBPF;No
Male;0;No;No;1;2700-LUEVA;No
Male;0;Yes;Yes;36;2703-AMTUL;No
Female;0;Yes;No;15;2706-QZIHY;No
Male;0;No;No;10;2709-UQGNP;No
Female;0;No;No;3;2710-WYVXG;No
Female;0;No;No;1;2712-SYWAY;No
Male;0;Yes;No;43;2716-GFZOR;No
Female;0;No;Yes;8;2717-HVIZY;No
Female;1;Yes;Yes;4;2718-GAXQD;Yes
Male;0;Yes;Yes;71;2718-YSKCS;No
Male;0;No;No;17;2719-BDAQO;Yes
Female;0;Yes;Yes;6;2720-FVBQP;No
Male;1;No;No;2;2720-WGKHP;Yes
Female;1;Yes;No;1;2722-JMONI;Yes
Male;0;No;No;64;2722-VOJQL;Yes
Male;0;No;Yes;39;2724-FJDYW;No
Male;0;Yes;Yes;46;2725-IWWBA;No
Male;0;Yes;No;1;2725-KXXWT;Yes
Female;0;Yes;Yes;72;2725-TTRIQ;No
Female;0;Yes;Yes;33;2729-VNVAP;No
Female;0;No;No;32;2731-GJRDG;No
Female;0;No;No;5;2732-ISEZX;No
Female;0;No;No;2;2737-WFVYW;Yes
Female;0;No;No;2;2737-YNGYW;Yes
Female;1;No;No;17;2739-CACDQ;No
Male;0;No;Yes;5;2739-CCZMB;No
Male;0;No;No;10;2740-JFBOK;No
Male;0;No;No;1;2740-TVLFN;No
Female;0;No;No;41;2746-DIJLO;No
Female;0;No;No;63;2748-MYRVK;Yes
Male;0;Yes;Yes;22;2749-CTKAJ;No
Female;0;No;No;47;2750-BJLSB;No
Male;0;No;No;65;2753-JMMCV;No
Female;1;No;No;8;2754-SDJRD;No
Male;0;No;Yes;10;2754-VDLTR;Yes
Female;0;No;No;9;2754-XBHTB;Yes
Male;0;No;No;35;2758-RNWXS;No
Male;1;No;No;2;2761-OCIAX;Yes
Male;1;Yes;No;8;2761-XECQW;No
Male;0;Yes;No;24;2770-NSVDG;No
Female;0;No;No;36;2773-MADBQ;No
Male;0;Yes;No;67;2773-OVBPK;No
Female;1;Yes;No;15;2774-LVQUS;Yes
Female;0;No;No;1;2777-PHDEI;Yes
Male;1;Yes;No;24;2778-OCLGR;Yes
Male;0;No;No;21;2782-JEEBU;No
Female;0;No;No;11;2782-LFZVW;No
Female;1;No;No;50;2786-GCDPI;No
Male;0;No;No;13;2788-CJQAQ;No
Female;0;Yes;Yes;64;2789-CZANW;No
Male;0;No;No;3;2789-HQBOU;No
Male;0;No;Yes;71;2790-XUYMV;No
Female;0;No;No;9;2791-SFVEW;No
Female;0;No;No;1;2792-LSHWX;No
Male;0;No;No;3;2792-VPPET;No
Male;0;Yes;No;53;2794-XIMMO;Yes
Female;0;Yes;Yes;46;2796-NNUFI;No
Male;0;Yes;Yes;63;2796-UUZZO;No
Male;0;Yes;No;71;2798-NYLMZ;No
Female;1;Yes;No;5;2799-ARNLO;No
Female;0;Yes;Yes;65;2799-TSLAG;No
Male;0;No;No;42;2800-QQUSO;No
Female;0;No;No;3;2800-VEQXM;No
Male;0;No;No;24;2801-NISEI;No
Male;0;No;Yes;66;2804-ETQDK;No
Female;0;No;No;25;2805-AUFQN;No
Female;0;Yes;Yes;56;2805-EDJPQ;No
Male;1;Yes;No;52;2806-MLNTI;No
Female;0;Yes;Yes;23;2808-CHTDM;No
Female;0;Yes;No;25;2809-ILCYT;No
Female;0;No;No;32;2809-ZMYOQ;No
Female;0;No;No;16;2810-FTLEM;Yes
Female;1;Yes;Yes;23;2811-POVEX;No
Male;0;No;No;26;2812-ENYMO;No
Female;0;Yes;No;49;2812-REYAT;No
Male;0;No;Yes;1;2812-SFXMJ;No
Male;1;No;No;5;2815-CPTUL;Yes
Female;0;No;No;50;2817-LVCPP;No
Male;0;No;No;13;2817-NTQDO;Yes
Female;0;Yes;Yes;28;2819-GWENI;No
Female;0;No;Yes;49;2821-WARNZ;No
Female;0;No;No;18;2823-LKABH;No
Female;0;Yes;Yes;72;2824-DXNKN;No
Female;0;Yes;Yes;37;2824-MYYBN;No
Male;1;Yes;No;7;2826-DXLQO;No
Male;0;Yes;No;45;2826-UWHIS;No
Male;0;No;No;19;2828-SLQPF;No
Male;0;No;No;29;2829-HYVZP;No
Male;0;Yes;Yes;61;2830-LEWOA;No
Male;0;No;No;4;2831-EBWRN;No
Female;0;No;No;38;2832-KJCRD;No
Female;0;No;No;2;2832-SCUCO;No
Male;0;No;No;1;2833-SLKDQ;Yes
Female;0;No;No;15;2834-JKOOW;No
Male;0;No;No;71;2834-JRTUA;Yes
Male;0;Yes;No;52;2834-SPCJV;Yes
Female;0;No;No;2;2839-RFSQE;Yes
Male;1;Yes;No;24;2840-XANRC;Yes
Male;0;No;No;43;2842-BCQGE;No
Male;0;No;No;2;2842-JTCCU;Yes
Male;0;No;No;24;2843-CQMEG;No
Male;1;Yes;No;41;2845-AFFTX;Yes
Female;0;Yes;Yes;14;2845-HSJCY;Yes
Female;0;Yes;No;64;2845-KDHVX;No
Male;0;Yes;Yes;72;2848-YXSMW;No
Female;0;No;No;27;2851-MMUTZ;No
Male;1;No;No;35;2851-STERV;No
Male;0;No;Yes;1;2853-CWQFQ;No
Female;0;No;No;1;2856-HYAPG;Yes
Male;1;No;No;43;2856-NNASM;Yes
Female;1;Yes;No;53;2858-EIMXH;No
Female;0;No;Yes;17;2858-MOFSQ;Yes
Female;1;No;No;20;2860-RANUS;Yes
Male;0;No;No;6;2862-JVEOY;No
Male;0;No;Yes;1;2862-PFNIK;No
Female;0;No;No;61;2863-IMQDR;No
Female;1;No;No;4;2865-TCHJW;Yes
Female;0;No;No;1;2866-IKBTM;No
Male;0;No;No;1;2867-UIMSS;Yes
Female;0;Yes;Yes;68;2868-LLSKM;No
Male;0;No;No;1;2868-MZAGQ;Yes
Female;0;No;No;2;2868-SNELZ;Yes
Female;0;No;No;45;2869-ADAWR;Yes
Female;0;Yes;Yes;40;2873-ZLIWT;Yes
Female;0;No;No;34;2874-YXVVA;No
Female;0;No;No;13;2876-GZYZC;No
Female;0;No;No;1;2876-VBBBL;Yes
Female;0;Yes;Yes;35;2877-VDUER;No
Male;0;Yes;Yes;35;2878-DHMIN;No
Male;1;Yes;No;72;2878-RMWXY;No
Male;1;Yes;No;2;2880-FPNAE;No
Female;0;No;No;12;2882-DDZPG;No
Male;0;Yes;Yes;69;2882-WDTBA;No
Male;1;No;No;57;2883-ILGWO;No
Female;0;Yes;No;35;2884-GBPFB;Yes
Male;0;Yes;Yes;69;2885-HIJDH;No
Female;0;Yes;No;63;2886-KEFUM;Yes
Female;0;No;Yes;41;2887-JPYLU;No
Female;0;Yes;Yes;47;2888-ADFAO;No
Male;0;Yes;No;72;2889-FPWRM;Yes
Female;0;No;No;59;2890-WFBHU;No
Female;0;Yes;Yes;18;2892-GESUL;No
Female;0;Yes;No;25;2894-QOJRX;Yes
Male;0;Yes;No;40;2896-TBNBE;No
Male;0;No;No;2;2897-DOVND;No
Female;0;Yes;Yes;21;2898-LSJGD;Yes
Male;0;Yes;Yes;68;2898-MRKPI;No
Female;1;Yes;No;70;2900-PHPLN;No
Male;0;Yes;Yes;1;2903-YYTBW;No
Female;0;Yes;No;72;2904-GGUAZ;No
Female;0;Yes;No;2;2905-KFQUV;No
Female;0;Yes;Yes;11;2907-ILJBN;No
Female;0;Yes;Yes;56;2908-WGAXL;No
Female;0;No;No;36;2908-ZTPNF;No
Male;0;No;No;37;2911-IJORQ;No
Female;0;Yes;No;39;2911-UREFD;Yes
Male;0;No;Yes;18;2911-WDXMV;No
Male;0;No;No;19;2916-BQZLN;No
Female;0;No;No;4;2919-HBCJO;Yes
Male;0;Yes;Yes;1;2920-RNCEZ;No
Female;1;Yes;No;38;2921-XWDJH;No
Male;0;Yes;No;56;2924-KHUVI;No
Female;0;No;No;30;2925-MXLSX;No
Male;0;Yes;Yes;72;2925-VDZHY;No
Female;0;No;No;8;2926-JEJJC;No
Female;0;Yes;Yes;53;2927-CVULT;No
Male;0;Yes;No;46;2927-QRRQV;No
Female;0;No;No;6;2928-HLDBA;No
Female;0;Yes;Yes;8;2929-ERCFZ;Yes
Female;0;Yes;No;56;2929-QNSRW;Yes
Female;0;No;No;31;2930-UOTMB;Yes
Male;1;No;No;13;2931-FSOHN;No
Male;0;Yes;Yes;40;2931-SVLTV;No
Female;1;Yes;No;59;2931-VUVJN;No
Female;0;Yes;Yes;50;2931-XIQBR;No
Female;0;Yes;Yes;2;2933-FILNV;Yes
Female;0;No;No;46;2933-XEUJM;No
Female;0;No;Yes;18;2937-FTHUR;No
Female;0;No;No;35;2946-KIQSP;No
Male;0;No;Yes;1;2947-DOMLJ;Yes
Male;0;No;Yes;4;2951-QOQTK;Yes
Male;0;No;No;5;2952-QAYZF;Yes
Female;0;Yes;Yes;69;2954-PIBKO;No
Male;0;Yes;Yes;17;2955-BJZHG;Yes
Female;0;No;No;1;2955-PSXOE;Yes
Male;1;Yes;No;24;2956-GGUCQ;Yes
Female;1;No;No;62;2957-JIRMN;No
Male;0;No;No;12;2957-LOLHO;Yes
Male;0;No;No;23;2958-NHPPS;No
Female;0;Yes;Yes;45;2959-EEXWB;No
Female;0;No;No;9;2959-FENLU;No
Male;0;Yes;No;4;2959-MJHIC;Yes
Male;0;No;No;24;2960-NKRSO;No
Female;0;Yes;No;71;2961-VNFKL;No
Male;0;No;No;2;2962-XPMCQ;Yes
Male;0;Yes;Yes;1;2967-MXRAV;No
Female;0;No;No;10;2968-SSGAA;Yes
Female;0;No;No;2;2969-QWUBZ;No
Female;0;No;No;67;2969-VAPYH;No
Female;0;Yes;Yes;7;2969-WGHQO;No
Female;0;No;No;13;2971-SGAFL;No
Female;0;No;No;57;2972-YDYUW;No
Female;1;Yes;No;36;2974-GGUXS;No
Female;0;No;No;66;2977-CEBSX;No
Female;0;No;No;22;2978-XXSOG;No
Female;0;Yes;Yes;17;2979-SXESE;Yes
Female;1;No;No;1;2982-IHMFT;Yes
Female;0;Yes;No;11;2982-VPSGI;Yes
Female;0;Yes;Yes;2;2983-ZANRP;Yes
Female;0;No;No;3;2984-AFWNC;No
Male;0;No;No;4;2984-MIIZL;Yes
Female;0;Yes;Yes;69;2984-RGEYA;No
Male;0;Yes;Yes;72;2984-TBYKU;No
Female;0;No;No;23;2985-FMWYF;No
Male;0;Yes;Yes;40;2985-JUUBZ;No
Female;0;No;No;70;2987-BJXIK;No
Female;1;Yes;No;70;2988-GBIVW;No
Female;0;No;No;3;2988-PLAHS;No
Male;0;No;No;69;2988-QRAJY;No
Female;0;No;No;6;2990-HWIML;Yes
Male;0;No;No;72;2990-IAJSV;No
Female;0;Yes;No;67;2990-OGYTD;No
Female;1;Yes;No;40;2995-UPRYS;Yes
Female;0;Yes;Yes;19;2995-YWTCD;No
Male;0;No;No;70;2996-XAUVF;No
Female;0;No;No;21;2999-AANRQ;No
Male;1;Yes;No;32;3001-CBHLQ;Yes
Male;1;Yes;Yes;29;3001-UNBTL;No
Female;0;No;No;29;3002-WQZWT;No
Female;0;Yes;No;25;3003-CMDUU;No
Male;1;No;No;55;3005-NFMTA;Yes
Female;0;Yes;No;55;3005-TYFRD;No
Female;0;No;Yes;2;3006-XIMLN;Yes
Female;0;No;No;2;3007-FDPEA;No
Male;0;No;No;62;3009-JWMPU;Yes
Male;0;No;Yes;19;3011-WQKSZ;No
Female;0;Yes;Yes;7;3012-VFFMN;No
Male;0;Yes;No;29;3014-WJKSM;No
Male;0;Yes;No;29;3016-KSVCP;No
Male;0;No;No;12;3018-TFTSU;Yes
Female;0;No;Yes;50;3021-VLNRJ;No
Male;0;Yes;Yes;67;3022-BEXHZ;No
Female;0;Yes;Yes;33;3023-GFLBR;Yes
Female;0;Yes;Yes;37;3026-ATZYV;No
Female;0;Yes;No;64;3027-YNWZU;No
Male;0;No;No;1;3027-ZTDHO;Yes
Male;0;No;No;8;3030-YDNRM;No
Male;0;No;No;9;3030-YZADT;Yes
Male;0;No;No;1;3030-ZKIWL;No
Female;0;Yes;No;48;3034-ZBEQN;Yes
Female;0;No;No;38;3038-PQIUY;No
Male;0;No;Yes;3;3039-MJSLN;No
Female;0;No;No;32;3043-SUDUA;No
Male;0;No;No;3;3043-TYBNO;No
Female;0;No;No;10;3045-XETSH;Yes
Female;0;No;No;1;3049-NDXFL;Yes
Female;0;Yes;No;3;3049-SOLAY;Yes
Female;0;No;No;3;3050-GBUSH;No
Female;0;Yes;Yes;56;3050-RLLXC;No
Male;0;No;No;9;3055-MJDSB;No
Female;1;No;No;53;3055-OYMSE;No
Female;0;No;No;63;3055-VTCGS;No
Male;0;No;No;35;3057-VJJQE;No
Male;0;Yes;Yes;41;3058-HJCUY;Yes
Male;0;No;No;13;3058-WQDRE;No
Male;0;Yes;Yes;14;3059-NGMXB;No
Male;0;No;No;14;3061-BCKYI;No
Female;0;Yes;Yes;51;3062-ICYZQ;No
Female;0;No;No;1;3063-QFSZL;Yes
Female;0;No;No;1;3066-RRJIO;Yes
Female;0;Yes;No;68;3067-SVMTC;No
Male;1;No;No;1;3068-OMWZA;Yes
Female;0;No;No;1;3069-SSVSN;No
Female;0;No;No;60;3070-BDOQC;No
Male;1;No;No;7;3070-DVEYC;Yes
Female;0;Yes;Yes;23;3070-FNFZQ;No
Male;0;Yes;Yes;72;3071-MVJCD;No
Male;0;Yes;Yes;3;3071-VBYPO;No
Male;0;No;No;5;3074-GQWYX;Yes
Female;0;Yes;Yes;6;3077-RSNTJ;No
Female;0;Yes;Yes;13;3078-ZKNTS;No
Male;0;Yes;No;47;3079-BCHLN;No
Male;0;Yes;No;3;3082-VQXNH;No
Male;1;Yes;No;14;3082-WQRVY;No
Female;0;Yes;Yes;23;3082-YVEKW;No
Female;0;Yes;No;72;3084-DOWLE;No
Female;0;No;No;1;3085-QUOZK;Yes
Female;0;No;No;66;3086-RUCRN;No
Male;0;Yes;Yes;53;3088-FVYWK;No
Female;0;No;No;11;3088-LHEFH;No
Male;0;No;No;61;3090-HAWSU;Yes
Male;0;No;Yes;2;3090-LETTY;No
Female;0;No;No;1;3090-QFUVD;No
Male;0;No;No;1;3091-FYHKI;Yes
Male;0;Yes;Yes;67;3092-IGHWF;Yes
Male;0;No;No;18;3094-JOJAI;No
Male;0;Yes;No;18;3096-GKWEB;No
Female;0;No;No;12;3096-IZETN;Yes
Female;1;Yes;No;27;3096-JRDSO;Yes
Female;0;Yes;Yes;61;3096-WPXBT;No
Female;0;Yes;No;65;3096-YXENJ;No
Female;0;No;No;41;3097-FQTVJ;No
Male;0;Yes;Yes;19;3097-IDVPU;No
Female;0;No;No;2;3097-NNSPB;Yes
Male;1;Yes;No;2;3097-NQYSN;Yes
Female;0;Yes;Yes;4;3097-PYWXL;No
Male;0;Yes;Yes;25;3099-OONVS;No
Male;0;Yes;Yes;60;3104-OWCGK;Yes
Female;0;Yes;No;8;3106-ULWFW;Yes
Male;1;Yes;No;72;3108-PCCGG;No
Male;0;No;No;5;3113-IWHLC;No
Female;0;Yes;No;59;3115-JPJDD;No
Female;0;Yes;No;68;3118-UHVVQ;No
Male;0;Yes;Yes;54;3120-FAZKD;No
Male;0;No;No;22;3125-RAHBV;No
Female;0;Yes;No;49;3126-WQMGH;No
Female;0;Yes;Yes;51;3128-YOVTD;No
Female;0;Yes;Yes;19;3129-AAQOU;No
Female;0;No;Yes;2;3130-ICDUP;No
Female;0;Yes;Yes;14;3131-NWVFJ;No
Male;1;Yes;No;57;3132-TVFDZ;Yes
Male;0;Yes;Yes;72;3133-PZNSR;No
Female;0;No;No;63;3134-DSHVC;No
Female;0;No;No;4;3137-LUPIX;No
Male;0;Yes;No;17;3137-NYQQI;No
Male;0;No;No;6;3138-BKYAV;Yes
Male;0;No;No;56;3143-ILDAL;Yes
Female;0;Yes;Yes;13;3143-JQEGI;Yes
Female;0;Yes;No;6;3144-AUDBS;Yes
Male;0;Yes;No;71;3144-KMTWZ;No
Male;0;Yes;No;10;3146-JTQHR;No
Female;1;Yes;Yes;72;3146-MSEGF;No
Female;0;Yes;No;69;3148-AOIQT;No
Male;0;No;No;1;3148-BLQJT;Yes
Male;0;Yes;Yes;47;3154-CFSZG;No
Male;0;Yes;No;60;3154-HMWUU;No
Male;0;No;Yes;2;3156-QLHBO;No
Female;0;No;No;2;3158-MOERK;Yes
Male;0;No;No;53;3160-TYXLT;No
Male;0;Yes;Yes;34;3161-GETRM;No
Male;0;Yes;Yes;60;3161-ONRWK;No
Female;1;No;No;55;3162-KKZXO;No
Male;0;Yes;Yes;53;3162-ZJZFU;No
Male;0;No;No;5;3164-AALRN;Yes
Male;0;No;No;57;3164-YAXFY;No
Male;0;Yes;Yes;1;3165-HDOEW;Yes
Female;0;No;No;61;3166-PNEOF;No
Male;1;Yes;Yes;38;3167-SNQPL;No
Female;0;No;No;60;3170-GWYKC;No
Female;0;Yes;Yes;50;3170-NMYVV;No
Female;0;Yes;Yes;9;3173-NVMPX;No
Female;0;Yes;Yes;71;3173-WSSUE;No
Female;0;Yes;No;46;3174-AKMAS;No
Male;0;Yes;Yes;35;3174-RKMOW;No
Female;0;No;No;1;3177-LASXD;Yes
Female;0;No;No;23;3178-CIFOT;No
Female;0;No;No;1;3178-FESZO;Yes
Male;1;Yes;No;21;3179-GBRWV;No
Male;0;Yes;Yes;16;3181-MIZBN;No
Male;0;Yes;No;70;3181-VTHOE;No
Male;0;No;No;66;3186-AJIEK;No
Female;0;No;No;1;3186-BAXNB;Yes
Male;0;No;Yes;14;3190-FZATL;No
Female;0;Yes;Yes;46;3190-ITQXP;No
Male;0;No;Yes;49;3190-XFANI;Yes
Female;0;Yes;Yes;3;3191-CSNMG;No
Male;0;Yes;Yes;34;3192-LNKRK;No
Male;0;Yes;No;68;3192-NQECA;Yes
Female;0;Yes;Yes;50;3194-ORPIK;Yes
Male;0;No;No;3;3195-TQDZX;No
Female;0;No;No;25;3196-NVXLZ;No
Female;1;No;No;19;3197-ARFOY;No
Male;0;No;No;65;3197-NNYNB;No
Female;0;Yes;Yes;3;3198-VELRD;Yes
Female;0;Yes;No;67;3199-NPKCN;No
Female;0;No;No;8;3199-XGZCY;No
Male;0;Yes;No;67;3200-MNQTF;No
Male;0;No;No;26;3205-MXZRA;No
Male;1;Yes;No;57;3207-OYBWH;Yes
Male;0;No;No;39;3208-YPIOE;Yes
Male;0;Yes;Yes;47;3209-ZPKFI;No
Male;0;No;No;20;3211-AAPKX;No
Male;0;Yes;No;17;3211-ILJTT;Yes
Male;0;No;No;52;3212-KXOCR;No
Female;0;Yes;No;61;3214-IYUUQ;No
Female;1;No;No;8;3217-FZDMN;Yes
Female;1;Yes;No;72;3219-JQRSL;No
Male;0;No;No;24;3221-CJMSG;No
Male;1;No;No;4;3223-DWFIO;No
