gender;SeniorCitizen;Partner;Dependents;tenure;customerID;Churn;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;Charges.Monthly;Charges.Total
Male;0;No;No;1;2202-CUYXZ;Yes;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;84.85;84.85
Female;0;Yes;No;34;2202-OUTMO;No;Yes;Yes;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);60.85;2003.6
Female;0;Yes;No;24;2203-GHNWN;No;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;79.65;1928.7
Male;1;Yes;Yes;58;2205-LPVGL;No;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);89.85;5125.75
Male;1;No;No;7;2205-YMZZJ;Yes;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;84.8;546.95
Male;0;No;No;1;2207-NHRJK;Yes;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;50.8;50.8
Male;0;No;No;7;2207-OBZNX;Yes;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;51.0;354.05
Female;1;Yes;No;37;2207-QPJED;No;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;No;Electronic check;90.0;3371.75
Male;0;Yes;Yes;52;2207-RYYRL;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24.55;1331.05
Female;0;Yes;Yes;45;2208-MPXIO;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20.0;886.4
Male;0;Yes;Yes;43;2208-NKVVH;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24.25;1077.95
Female;0;Yes;Yes;26;2208-NQBCT;No;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;81.95;2070.05
Male;0;No;No;56;2208-UGTGR;No;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;No;Electronic check;98.6;5581.05
Female;0;No;No;1;2209-XADXF;No;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);25.25;25.25
Female;0;Yes;Yes;68;2211-RMNHO;No;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);85.3;5560.0
Male;0;Yes;Yes;27;2212-LYASK;No;No;No phone service;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);45.85;1246.4
Male;0;No;No;9;2215-ZAFGX;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;85.5;791.7
Male;0;No;No;8;2219-MVUSO;Yes;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45.15;438.4
Female;0;No;No;1;2220-IAHLS;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);19.4;19.4
Male;0;Yes;Yes;71;2223-GDSHL;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);116.05;8297.5
Female;0;No;No;15;2223-KAGMX;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19.4;289.3
Female;0;Yes;Yes;70;2225-ZRGSG;Yes;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);93.9;6579.05
Female;0;Yes;Yes;72;2226-ICFDO;No;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);85.9;6110.75
Female;0;No;No;21;2227-JRSJX;No;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);99.15;1956.4
Female;0;No;No;54;2228-BZDEE;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.1;1079.45
Female;0;Yes;Yes;8;2229-DPMBI;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.5;162.15
Female;0;No;No;24;2229-VWQJH;No;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);49.3;1233.25
Female;0;Yes;Yes;48;2230-XTUWL;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.55;883.35
Female;0;Yes;No;1;2232-DMLXU;Yes;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Mailed check;55.2;55.2
Female;0;Yes;Yes;5;2233-FAGXV;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;24.3;132.25
Male;0;Yes;Yes;17;2233-TXSIU;No;No;No phone service;DSL;Yes;No;Yes;No;Yes;No;One year;No;Credit card (automatic);44.45;792.15
Male;0;Yes;No;72;2234-EOFPT;No;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);79.35;5753.25
Female;0;Yes;Yes;72;2234-XADUH;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);103.2;7362.9
Female;1;No;No;6;2235-DWLJU;No;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;44.4;263.05
Female;0;Yes;No;72;2235-EZAIK;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);79.2;5401.9
Female;0;Yes;Yes;4;2235-ZGKPT;Yes;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;50.85;239.55
Male;0;Yes;Yes;62;2236-HILPA;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20.65;1218.45
Female;0;No;No;39;2237-ZFSMY;Yes;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;No;One year;Yes;Electronic check;95.55;3692.85
Male;0;Yes;Yes;1;2239-CFOUJ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.4;20.4
Female;0;Yes;No;51;2239-CGBUZ;No;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);60.5;3145.15
Male;0;No;No;58;2239-JALAW;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);103.25;6017.65
Male;0;No;Yes;38;2240-HSJQD;No;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;81.85;3141.7
Male;0;No;No;33;2242-MFOTG;No;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;One year;No;Bank transfer (automatic);80.1;2603.3
Male;0;No;No;20;2243-FNMMI;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.4;415.4
Female;0;Yes;Yes;31;2245-ADZFJ;No;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);80.55;2471.6
Female;0;Yes;Yes;20;2249-YPRNG;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);105.85;2239.65
Male;0;Yes;Yes;64;2250-IVBWA;No;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;81.05;5135.35
Male;0;Yes;No;72;2251-PYLPB;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);79.55;5810.9
Male;0;Yes;Yes;9;2252-ISRNH;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;One year;Yes;Electronic check;90.35;767.9
Male;0;No;No;61;2252-JHJGE;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;No;Electronic check;104.0;6363.45
Male;0;No;Yes;52;2252-NKNSI;No;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;85.15;4461.85
Female;0;Yes;Yes;69;2253-KPMNB;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);46.25;3121.4
Female;0;No;No;1;2254-DLXRI;No;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;79.15;79.15
Male;0;Yes;Yes;68;2256-YLYLP;No;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);72.95;4953.25
Male;0;Yes;No;14;2257-BOVXD;No;Yes;Yes;DSL;No;No;No;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);66.6;979.5
Male;0;No;No;7;2259-OUUSZ;No;No;No phone service;DSL;No;No;Yes;Yes;No;No;One year;Yes;Credit card (automatic);35.5;249.55
Female;1;No;No;2;2260-USTRB;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);70.2;115.95
Female;0;No;No;1;2262-SLNVK;No;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;70.1;70.1
Male;0;Yes;Yes;51;2263-SFSQZ;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;24.95;1222.25
Female;1;Yes;No;4;2265-CYWIV;Yes;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;99.6;347.65
Male;0;Yes;Yes;15;2266-FUBDZ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19.35;278.85
Female;0;Yes;No;72;2266-SJNAT;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;No;Credit card (automatic);109.15;7789.6
Male;0;Yes;No;50;2267-FPIMA;No;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);94.4;4914.9
Female;1;Yes;No;57;2267-WTPYD;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;No;Credit card (automatic);94.0;5438.95
Female;0;Yes;No;44;2270-CHBFN;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);95.1;4060.55
Female;0;Yes;Yes;62;2272-JKMSI;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;110.8;6840.95
Female;1;No;No;14;2272-QAGFO;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74.3;1096.25
Female;0;No;No;7;2272-UOINI;No;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;78.5;571.05
Female;0;Yes;No;72;2272-WUSPA;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;110.75;7751.7
Male;0;No;No;1;2273-QCKXA;No;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;49.05;49.05
Male;1;Yes;No;72;2274-XUATA;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);63.1;4685.55
Female;0;No;No;1;2275-RBYQS;No;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;45.4;45.4
Female;0;No;No;3;2276-YDAVZ;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);75.1;270.7
Female;0;No;No;32;2277-AXSDC;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19.75;624.15
Female;1;Yes;No;71;2277-BKJKN;No;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;99.2;7213.75
Male;1;Yes;No;60;2277-DJJDL;No;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;99.0;6017.9
Female;1;No;No;4;2277-VWCNI;No;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;48.75;179.85
Male;0;Yes;No;52;2279-AXJJK;No;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);95.65;5088.4
Female;0;No;No;29;2282-YGNOR;No;Yes;No;DSL;Yes;No;Yes;Yes;No;No;One year;No;Credit card (automatic);58.0;1734.5
Male;0;Yes;No;49;2284-VFLKH;No;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);99.25;4920.8
Male;0;Yes;Yes;40;2292-XQWSV;No;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;One year;No;Mailed check;60.3;2448.5
Female;0;Yes;No;57;2293-IJWPS;No;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);100.75;5985.0
Female;0;Yes;Yes;62;2294-DMMUS;No;Yes;Yes;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);70.45;4300.45
Male;0;Yes;Yes;23;2294-SALNE;No;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;One year;No;Mailed check;86.8;1940.8
Female;0;Yes;No;65;2296-DKZFP;No;Yes;No;DSL;Yes;Yes;Yes;No;No;Yes;Two year;No;Bank transfer (automatic);71.0;4386.2
Female;0;No;No;38;2300-RQGOI;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.05;741.5
Female;1;Yes;No;48;2302-ANTDP;Yes;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;Electronic check;117.45;5438.9
Male;0;Yes;No;72;2302-OUZXB;No;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);82.15;5784.3
Female;0;Yes;No;2;2303-PJYHN;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19.85;52.0
Male;0;Yes;No;28;2305-MRGLV;No;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);76.55;2065.4
Male;1;No;No;65;2307-FYNNL;No;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;109.05;7108.2
Female;0;No;No;2;2308-STERM;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.4;61.05
Male;0;No;No;10;2309-OSFEU;Yes;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;33.9;298.45
Female;0;Yes;Yes;16;2311-QYMUQ;Yes;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);89.45;1430.25
Female;0;Yes;Yes;72;2314-TNDJQ;No;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);55.65;3880.05
Female;0;Yes;Yes;12;2316-ESMLS;No;No;No phone service;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);33.15;444.75
Female;0;Yes;Yes;1;2320-JRSDE;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;19.9;19.9
Female;0;No;No;26;2320-SLKMB;No;No;No phone service;DSL;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Credit card (automatic);44.45;1183.8
Female;0;No;No;20;2320-TZRRH;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19.5;403.15
Female;0;No;No;7;2320-YKQBO;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19.3;144.95
Female;0;Yes;Yes;38;2321-OMBXY;Yes;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;One year;No;Credit card (automatic);80.3;3058.65
Male;1;Yes;No;23;2322-VCZHZ;No;Yes;No;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;90.0;2024.1
Male;0;Yes;No;67;2323-ARSVR;No;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;111.05;7321.05
Female;0;No;No;48;2324-AALNO;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);24.55;1203.95
Male;0;No;No;64;2324-EFHVG;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);104.4;6692.65
Female;0;No;No;3;2325-NBPZG;No;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;74.55;233.65
Female;0;No;No;32;2325-WINES;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);104.05;3416.85
Female;0;Yes;Yes;57;2325-ZUSFD;Yes;Yes;No;DSL;Yes;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);70.1;3913.3
Male;0;Yes;Yes;51;2330-PQGDQ;No;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;No;One year;No;Bank transfer (automatic);84.2;4299.75
Male;0;No;No;16;2332-EFBJY;Yes;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.7;342.4
Female;0;No;No;48;2332-TODQS;No;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);25.05;1171.5
Male;0;No;No;18;2333-KWEWW;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20.05;388.6
Male;0;No;Yes;23;2335-GSODA;No;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Mailed check;40.1;857.75
Female;0;No;No;55;2338-BQEZT;No;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);50.55;2832.75
Female;0;No;No;2;2342-CKIAO;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.3;41.2
Male;0;Yes;No;9;2344-JMOGN;Yes;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Mailed check;94.85;890.6
Male;0;No;No;27;2346-CZYIL;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20.35;531.6
Female;0;No;No;35;2346-DJQTB;No;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;24.15;812.5
Female;0;Yes;Yes;58;2346-LOCWC;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20.5;1191.4
Male;0;Yes;No;42;2347-WKKAE;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Electronic check;94.4;4014.6
Female;0;Yes;No;44;2348-KCJLT;No;Yes;No;DSL;Yes;Yes;Yes;No;No;No;One year;Yes;Mailed check;61.5;2722.2
Female;0;Yes;Yes;43;2351-BKRZW;No;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);75.2;3254.35
Female;0;Yes;Yes;7;2351-RRBUE;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20.65;134.05
Female;1;No;No;28;2357-COQEK;Yes;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;103.3;2890.65
Female;0;Yes;Yes;41;2359-KLTEK;No;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);94.9;3848.0
Male;0;No;No;24;2359-KMGLI;Yes;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;80.25;1861.5
Female;0;Yes;No;39;2359-QWQUL;Yes;Yes;No;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);104.7;4134.85
Male;0;Yes;No;65;2360-RDGRO;No;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104.25;6812.95
Male;0;No;No;40;2361-FJWNO;No;No;No phone service;DSL;No;Yes;No;Yes;No;No;One year;No;Credit card (automatic);36.0;1382.9
Female;0;Yes;No;46;2361-UPSND;No;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;One year;No;Mailed check;70.6;3231.05
Male;0;No;No;36;2362-IBOOY;Yes;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84.75;3050.15
Male;0;No;No;62;2363-BJLSL;No;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);80.4;4981.15
Male;0;No;No;30;2364-UFROM;No;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;One year;No;Electronic check;70.4;2044.75
Female;0;No;No;70;2368-GAKKQ;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);113.65;7939.25
Male;0;No;No;1;2369-FEVNO;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19.9;19.9
Male;0;No;No;5;2369-UAPKZ;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Mailed check;104.1;541.9
Male;0;Yes;No;24;2371-JQHZZ;No;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;93.0;2248.05
Male;0;No;No;11;2371-JUNGC;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.25;208.0
Male;0;No;No;58;2371-KFUOG;No;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;No;Bank transfer (automatic);99.15;5720.95
Male;0;No;No;2;2372-HWUHI;Yes;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;44.35;81.25
Male;0;No;No;8;2373-NTKOD;No;Yes;No;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;66.25;546.45
Male;1;No;No;35;2378-HTWFW;No;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Month-to-month;No;Credit card (automatic);91.0;3180.5
Male;1;Yes;No;65;2378-VTKDH;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104.35;6578.55
Female;0;Yes;Yes;68;2378-YIZKA;No;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);85.0;5607.75
Male;0;No;No;6;2379-ENZGV;Yes;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;84.85;523.5
Male;0;No;No;46;2379-GYFLQ;No;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Credit card (automatic);94.9;4422.95
Female;0;Yes;No;72;2380-DAMQP;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;115.15;8349.7
Female;0;No;Yes;62;2382-BCKQJ;Yes;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;100.15;6413.65
Female;1;No;No;38;2384-OVPSA;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.2;735.9
Male;0;No;No;1;2386-LAHRK;Yes;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;53.5;53.5
Female;0;No;No;58;2386-OWURY;No;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;95.3;5817.7
Male;0;No;No;17;2387-KDZQY;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;20.1;279.5
Female;1;Yes;No;72;2388-LAESQ;No;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);114.85;8317.95
Male;0;Yes;Yes;50;2391-IPLOP;No;Yes;Yes;DSL;No;No;Yes;Yes;Yes;No;One year;Yes;Electronic check;69.65;3442.15
Male;0;No;Yes;4;2391-SOORI;Yes;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;49.35;219.65
Female;0;No;No;3;2393-DIVAI;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20.0;61.7
Male;1;Yes;Yes;8;2397-BRLOM;Yes;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);80.45;583.45
Female;1;Yes;No;13;2398-YPMUR;Yes;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70.15;916.75
Male;0;Yes;Yes;55;2400-FEQME;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20.5;1177.95
Female;0;Yes;No;71;2400-XIWIO;No;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;90.1;6310.9
Female;0;No;No;37;2402-TAIRZ;No;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Electronic check;80.05;3019.1
Male;1;Yes;Yes;41;2403-BCASL;Yes;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;111.95;4534.9
Female;0;Yes;Yes;55;2404-JIBFC;No;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);85.1;4657.95
Female;0;Yes;Yes;61;2405-LBMUW;No;No;No phone service;DSL;Yes;Yes;No;Yes;No;Yes;One year;Yes;Bank transfer (automatic);50.7;3088.75
Male;0;Yes;Yes;44;2408-PSJVE;No;Yes;No;DSL;No;Yes;Yes;Yes;No;No;Month-to-month;Yes;Mailed check;61.9;2924.05
Male;0;Yes;No;59;2408-TZMJL;Yes;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;110.15;6448.05
Female;1;No;No;10;2408-WITXK;Yes;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;34.7;329.8
Male;0;No;Yes;2;2410-CIYFZ;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20.4;42.9
Female;0;Yes;Yes;56;2418-TPEUN;No;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19.8;1119.9
Male;0;Yes;No;72;2419-FSORS;No;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;108.4;7719.5
