PhoneService;MultipleLines;customerID;Churn
Yes;No;1098-TDVUQ;No
No;No phone service;1099-BTKWT;No
Yes;No;1099-GODLO;No
No;No phone service;1100-DDVRV;No
Yes;Yes;1101-SSWAG;No
Yes;Yes;1104-FEJAM;No
Yes;Yes;1104-TNLZA;No
Yes;No;1106-HRLKZ;No
Yes;Yes;1110-KYLGQ;No
Yes;Yes;1112-CUNAO;Yes
Yes;No;1113-IUJYX;Yes
Yes;Yes;1114-CENIM;Yes
Yes;No;1116-DXXDF;No
No;No phone service;1116-FRYVH;No
Yes;No;1120-BMWUB;Yes
Yes;Yes;1121-QSIVB;No
Yes;No;1122-JWTJW;Yes
Yes;No;1122-YJBCS;No
Yes;No;1125-SNVCK;No
Yes;Yes;1131-ALZWV;No
Yes;Yes;1131-QQZEB;No
Yes;No;1131-SUEKT;No
Yes;No;1133-KXCGE;No
Yes;No;1134-YWTYF;No
Yes;Yes;1135-HIORI;No
Yes;No;1135-LMECX;No
Yes;Yes;1136-XGEQU;No
Yes;No;1137-DGOWI;No
No;No phone service;1139-WUOAH;No
Yes;Yes;1140-UKVZG;No
Yes;No;1142-IHLOO;No
No;No phone service;1142-WACZW;Yes
Yes;Yes;1143-NMNQJ;Yes
Yes;Yes;1150-FTQGN;No
Yes;Yes;1150-WFARN;Yes
No;No phone service;1153-GNOLC;No
Yes;No;1154-HYWWO;No
Yes;No;1156-ZFYDO;No
Yes;Yes;1157-BQCUW;Yes
Yes;No;1159-WFSGR;No
Yes;Yes;1162-ECVII;No
Yes;Yes;1163-ONYEY;No
Yes;Yes;1163-VIPRI;No
Yes;No;1166-PQLGG;No
Yes;No;1167-OYZJF;No
Yes;Yes;1169-SAOCL;No
Yes;Yes;1169-WCVAK;No
Yes;Yes;1170-SASML;No
Yes;Yes;1171-TYKUR;No
Yes;Yes;1172-VIYBP;No
Yes;Yes;1173-NOEYG;No
Yes;Yes;1173-XZPYF;No
Yes;Yes;1174-FGIFN;No
Yes;Yes;1177-XZBJL;No
Yes;No;1178-PZGAB;No
Yes;No;1179-INLAT;No
Yes;No;1183-CANVH;No
Yes;No;1184-PJVDB;Yes
Yes;Yes;1187-WILMM;No
Yes;No;1193-RTSLK;Yes
No;No phone service;1194-BHJYC;No
Yes;Yes;1194-HVAIF;No
Yes;No;1194-SPVSP;No
Yes;No;1195-OIYEJ;Yes
Yes;Yes;1196-AMORA;Yes
Yes;Yes;1197-BVMVG;No
Yes;Yes;1200-TUZHR;No
Yes;No;1202-KKGFU;No
Yes;No;1205-WNWPJ;Yes
Yes;No;1206-EHBDD;No
Yes;Yes;1207-BLKSA;No
Yes;Yes;1208-DNHLN;Yes
Yes;No;1208-NBVFH;No
No;No phone service;1209-VFFOC;No
Yes;No;1212-GLHMD;No
Yes;No;1213-NGCUN;Yes
Yes;No;1215-EXRMO;No
Yes;Yes;1215-FIGMP;No
No;No phone service;1215-VFYVK;No
Yes;Yes;1216-BGTSP;No
Yes;No;1216-JWVUX;No
Yes;No;1217-VASWC;No
Yes;No;1218-VKFPE;Yes
Yes;Yes;1219-NNDDO;No
Yes;No;1221-GHZEP;No
Yes;No;1222-KJNZD;No
Yes;Yes;1222-LRYKO;No
Yes;No;1223-UNPKS;No
Yes;No;1226-IENZN;No
Yes;No;1226-JZNKR;No
Yes;No;1226-UDFZR;Yes
Yes;Yes;1227-UDMZR;No
Yes;Yes;1228-FZFRV;Yes
Yes;Yes;1228-ZLNBX;No
Yes;Yes;1229-RCALF;No
Yes;Yes;1230-QAJDW;No
Yes;No;1231-YNDEK;No
Yes;No;1236-WFCDV;Yes
Yes;No;1237-WIYYZ;No
Yes;Yes;1240-HCBOH;No
Yes;No;1240-KNSEZ;Yes
Yes;Yes;1241-EZFMJ;No
Yes;No;1241-FPMOF;No
Yes;No;1245-HARPS;No
Yes;No;1247-QBVSH;No
Yes;Yes;1248-DYXUB;No
Yes;Yes;1251-KRREG;Yes
Yes;Yes;1251-STYSZ;No
Yes;Yes;1254-IZEYF;Yes
Yes;No;1257-SXUXQ;No
Yes;Yes;1258-YMZNM;No
Yes;No;1260-TTRXI;Yes
No;No phone service;1261-FWTTE;No
Yes;No;1262-OPMFY;Yes
Yes;Yes;1264-BYWMS;Yes
No;No phone service;1264-FUHCX;No
Yes;Yes;1265-BCFEO;No
Yes;No;1265-HVPZB;No
Yes;Yes;1265-XTECC;Yes
Yes;Yes;1265-ZFOSD;No
Yes;Yes;1266-NZYUI;No
Yes;Yes;1268-ASBGA;Yes
Yes;No;1269-FOYWN;No
Yes;No;1270-XKUCC;No
No;No phone service;1271-SJBGZ;Yes
Yes;Yes;1271-UODNO;No
Yes;No;1272-ILHFG;No
Yes;Yes;1273-MTETI;Yes
No;No phone service;1282-IHQAC;No
Yes;No;1285-OKIPP;Yes
Yes;Yes;1291-CUOCY;No
Yes;No;1293-BSEUN;No
Yes;No;1293-HHSHJ;No
Yes;Yes;1297-VQDRP;No
Yes;Yes;1298-PHBTI;No
Yes;Yes;1299-AURJA;No
No;No phone service;1301-LOPVR;No
Yes;No;1302-TPUBN;No
Yes;No;1302-UHBDD;No
Yes;No;1303-SRDOK;No
Yes;No;1304-BCCFO;No
Yes;Yes;1304-NECVQ;Yes
Yes;Yes;1304-SEGFY;No
Yes;No;1306-RPWXZ;No
Yes;No;1307-ATKGB;No
Yes;Yes;1307-TVUFB;No
Yes;Yes;1309-BXVOQ;Yes
Yes;Yes;1309-XGFSN;No
Yes;Yes;1310-QRITU;No
Yes;No;1319-YLZJG;No
Yes;Yes;1320-GVNHT;No
Yes;Yes;1320-HTRDR;Yes
Yes;Yes;1320-REHCS;No
No;No phone service;1322-AGOQM;Yes
Yes;Yes;1323-OOEPC;Yes
Yes;Yes;1324-NLTJE;Yes
Yes;Yes;1325-USMEC;No
Yes;No;1328-EUZHC;No
No;No phone service;1329-VHWNP;No
Yes;Yes;1333-PBMXB;No
No;No phone service;1334-FJSVR;Yes
Yes;Yes;1334-PDUKM;No
Yes;Yes;1335-HQMKX;No
Yes;No;1335-MXCSE;No
No;No phone service;1335-NTIUC;No
Yes;No;1336-EZFZY;No
No;No phone service;1337-BOZWO;No
Yes;Yes;1338-CECEE;No
Yes;Yes;1342-JPNKI;Yes
Yes;Yes;1343-EHPYB;Yes
Yes;No;1345-GKDZZ;No
Yes;No;1345-ZUKID;No
Yes;No;1346-PJWTK;No
Yes;Yes;1346-UFHAX;No
Yes;No;1347-KTTTA;No
Yes;No;1349-WXNGG;Yes
Yes;Yes;1352-HNSAW;No
Yes;Yes;1352-VHKAJ;No
Yes;No;1353-GHZOS;No
Yes;No;1353-LJWEM;No
Yes;No;1354-YZFNB;No
Yes;Yes;1355-KUSBG;No
Yes;No;1356-MKYSK;No
Yes;Yes;1357-BIJKI;No
Yes;No;1357-MVDOZ;No
Yes;No;1360-JYXKQ;No
No;No phone service;1360-RCYRT;No
Yes;Yes;1360-XFJMR;No
Yes;No;1363-TXLSL;Yes
Yes;Yes;1370-GGAWX;No
Yes;Yes;1371-OJCEK;No
Yes;No;1371-WEPDS;No
Yes;Yes;1373-ORVIZ;Yes
Yes;Yes;1374-DMZUI;Yes
Yes;No;1376-HHBDV;No
Yes;Yes;1379-FRVEB;No
Yes;No;1383-EZRWL;Yes
Yes;Yes;1384-RCUXW;No
Yes;No;1385-TQOZW;No
Yes;No;1386-ZIKUV;No
Yes;Yes;1389-CXMLU;Yes
Yes;Yes;1389-WNUIB;No
Yes;No;1391-UBDAR;No
Yes;No;1393-IMKZG;No
Yes;No;1394-SUIUH;No
No;No phone service;1395-OFUWC;No
Yes;No;1395-WSWXR;No
Yes;No;1396-QWFBJ;Yes
No;No phone service;1397-XKKWR;No
Yes;No;1399-OUPJN;No
Yes;No;1399-UBQIU;No
Yes;Yes;1400-MMYXY;Yes
Yes;Yes;1400-WIVLL;No
Yes;No;1401-FTHFQ;No
Yes;No;1402-PTHGN;No
Yes;No;1403-GYAFU;No
Yes;No;1403-LKLIK;No
Yes;No;1406-PUQVY;No
Yes;No;1407-DIGZV;No
Yes;Yes;1409-PHXTF;No
Yes;No;1410-RSCMR;No
Yes;No;1414-YADCW;No
Yes;No;1415-YFWLT;Yes
Yes;Yes;1421-HCERK;No
Yes;Yes;1422-DGUBX;No
Yes;No;1423-BMPBQ;No
Yes;No;1427-VERSM;No
Yes;No;1428-GTBJJ;Yes
Yes;Yes;1428-IEDPR;No
Yes;No;1429-UYJSV;No
No;No phone service;1430-SFQSA;No
Yes;No;1431-AIDJQ;No
Yes;No;1431-CYWMH;No
No;No phone service;1432-FPAXX;Yes
Yes;No;1436-ZMJAN;No
Yes;No;1439-LCGVL;No
No;No phone service;1442-BQPVU;No
Yes;No;1442-OKRJE;No
Yes;Yes;1444-VVSGW;Yes
Yes;No;1447-GIQMR;Yes
Yes;No;1447-PJGGA;Yes
Yes;Yes;1448-CYWKC;No
Yes;No;1448-PWKYE;Yes
Yes;No;1449-XQEMT;Yes
Yes;Yes;1450-GALXR;Yes
Yes;No;1450-SKCVI;Yes
Yes;Yes;1452-KIOVK;No
Yes;Yes;1452-UZOSF;No
Yes;Yes;1452-VOQCH;No
Yes;No;1452-XRSJV;No
Yes;No;1453-RZFON;No
Yes;No;1455-ESIQH;Yes
Yes;Yes;1455-HFBXA;No
Yes;Yes;1455-UGQVH;Yes
Yes;No;1456-TWCGB;No
No;No phone service;1459-QNFQT;No
Yes;No;1460-UZPRJ;No
Yes;No;1465-LNTLJ;No
Yes;Yes;1465-VINDH;Yes
Yes;No;1465-WCZVT;No
Yes;Yes;1468-DEFNC;No
Yes;Yes;1469-LBJQJ;No
Yes;Yes;1470-PSXNM;No
Yes;No;1471-GIQKQ;No
Yes;No;1472-TNCWL;No
Yes;Yes;1474-JUWSM;No
Yes;No;1475-VWVDO;No
Yes;No;1478-VPOAD;No
Yes;Yes;1480-BKXGA;No
Yes;Yes;1480-IVEVR;No
Yes;Yes;1481-ZUWZA;Yes
Yes;Yes;1482-OXZSY;No
Yes;Yes;1485-YDHMM;No
Yes;Yes;1488-PBLJN;No
Yes;No;1488-SYSFC;No
Yes;Yes;1492-KGETH;No
Yes;Yes;1492-QGCLU;No
Yes;No;1493-AMTIE;Yes
Yes;No;1494-EJZDW;No
No;No phone service;1496-GGSUK;Yes
Yes;No;1498-DQNRX;No
Yes;No;1498-NHTLT;No
Yes;No;1501-SGHBW;Yes
Yes;No;1502-XFCVR;Yes
Yes;Yes;1506-YJTYT;No
Yes;No;1508-DFXCU;No
Yes;No;1513-XNPPH;Yes
Yes;No;1518-OMDIK;No
Yes;No;1518-VOWAV;Yes
Yes;No;1522-VVDMG;Yes
Yes;Yes;1525-LNLOJ;No
Yes;Yes;1527-SXDPN;Yes
No;No phone service;1530-ZTDOZ;No
Yes;No;1534-OULXE;No
Yes;Yes;1535-VTJOQ;No
Yes;No;1536-HBSWP;No
Yes;Yes;1536-YHDOE;No
Yes;No;1539-LNKHM;No
Yes;Yes;1541-ETJZO;Yes
Yes;Yes;1543-LLLFT;No
Yes;No;1544-JJMYL;No
Yes;No;1545-ACTAS;No
Yes;Yes;1545-JFUML;No
Yes;Yes;1548-ARAGG;No
Yes;Yes;1548-FEHVL;No
Yes;Yes;1550-EENBN;No
Yes;No;1550-LOAHA;Yes
Yes;Yes;1552-AAGRX;No
Yes;No;1552-CZCLL;No
Yes;No;1552-TKMXS;No
Yes;Yes;1555-DJEQW;Yes
Yes;Yes;1555-HAPSU;No
Yes;Yes;1557-EMYVT;No
No;No phone service;1559-DTODC;No
Yes;No;1561-BWHIN;No
Yes;No;1563-IWQEX;No
Yes;No;1564-HJUVY;No
Yes;Yes;1564-NTYXF;Yes
Yes;Yes;1565-RHDJD;Yes
Yes;Yes;1567-DSCIC;Yes
Yes;Yes;1568-BEKZM;No
Yes;Yes;1568-LJSZU;No
Yes;Yes;1569-TTNYJ;Yes
Yes;Yes;1571-SAVHK;Yes
Yes;No;1573-LGXBA;No
Yes;No;1574-DYCWE;No
Yes;No;1575-KRZZE;No
Yes;No;1576-PFZIW;No
Yes;No;1577-HKTFG;Yes
Yes;Yes;1579-KLYDT;Yes
Yes;No;1580-BMCMR;No
Yes;Yes;1582-RAFML;Yes
Yes;Yes;1583-IHQZE;Yes
Yes;No;1585-MQSSU;Yes
Yes;Yes;1587-FKLZB;Yes
Yes;No;1589-AGTLK;Yes
Yes;Yes;1591-MQJTP;No
Yes;Yes;1591-NFNLQ;Yes
Yes;No;1591-XWLGB;No
Yes;Yes;1596-BBVTG;Yes
Yes;No;1596-OQSPS;No
Yes;No;1597-FZREH;Yes
Yes;Yes;1597-LHYNC;Yes
Yes;Yes;1599-EAHXY;No
Yes;No;1599-MMYRQ;No
Yes;No;1600-DILPE;No
Yes;Yes;1602-IJQQE;Yes
Yes;Yes;1608-GMEWB;No
Yes;No;1612-EOHDH;Yes
Yes;No;1614-JBEBI;No
Yes;Yes;1618-CFHME;Yes
Yes;Yes;1619-YWUBB;No
Yes;Yes;1621-YNCJH;No
Yes;No;1622-HSHSF;No
No;No phone service;1623-NLDOT;Yes
Yes;Yes;1624-NALOJ;Yes
Yes;No;1624-WOIWJ;Yes
Yes;Yes;1625-JAIIY;Yes
Yes;Yes;1626-ERCMM;Yes
Yes;No;1627-AFWVJ;No
Yes;No;1628-BIZYP;No
Yes;No;1629-DQQVB;No
Yes;No;1635-FJFCC;No
Yes;No;1635-HDGFT;No
Yes;Yes;1635-NZATJ;No
No;No phone service;1636-NTNCO;No
Yes;No;1640-PLFMP;No
Yes;No;1641-BYBTK;No
Yes;Yes;1641-RQDAY;No
Yes;Yes;1642-HMARX;No
Yes;No;1644-IRKSF;Yes
Yes;Yes;1656-DRSMG;No
Yes;No;1657-DYMBM;No
Yes;Yes;1658-BYGOY;Yes
Yes;No;1658-TJVOA;No
Yes;Yes;1658-XUHBX;No
Yes;No;1660-HSOOQ;Yes
Yes;Yes;1661-CZBAU;No
Yes;No;1663-MHLHE;No
Yes;Yes;1666-JXLKU;No
Yes;Yes;1666-JZPZT;No
Yes;No;1670-SVOWZ;Yes
Yes;No;1676-MQAOA;No
Yes;No;1678-FYZOW;Yes
Yes;Yes;1679-JRFBR;No
Yes;No;1680-VDCWW;No
Yes;No;1682-VCOIO;No
Yes;Yes;1684-FLBGS;No
Yes;Yes;1685-BQULA;No
Yes;No;1685-VAYJF;No
Yes;No;1686-STUHN;No
Yes;No;1689-MRZQR;Yes
Yes;Yes;1689-YQBYY;No
Yes;Yes;1696-HXOWK;No
No;No phone service;1696-MZVAU;No
Yes;Yes;1697-BCSHV;No
Yes;No;1697-LYYYX;No
Yes;No;1697-NVVGY;No
Yes;Yes;1698-XFZCI;No
Yes;No;1699-HPSBG;Yes
Yes;No;1699-TLDLZ;No
Yes;No;1699-UOTXU;No
Yes;Yes;1702-CCFNJ;No
Yes;Yes;1703-MGIAB;No
Yes;No;1704-NRWYE;Yes
Yes;Yes;1705-GUHPV;No
Yes;No;1707-HABPF;No
No;No phone service;1708-PBBOA;No
Yes;No;1709-EJDOX;No
Yes;Yes;1710-RCXUS;No
Yes;No;1716-LSAMB;No
Yes;No;1722-LDZJS;No
Yes;Yes;1723-HKXJQ;Yes
Yes;No;1724-BQUHA;Yes
Yes;No;1724-IQWNM;No
Yes;No;1725-IQNIY;Yes
Yes;No;1725-MIMXW;Yes
Yes;No;1728-BQDMA;No
Yes;Yes;1728-CXQBE;No
No;No phone service;1729-VLAZJ;No
Yes;No;1730-VFMWO;No
Yes;No;1730-ZMAME;No
Yes;Yes;1731-TVIUK;Yes
Yes;Yes;1732-FEKLD;No
Yes;No;1732-VHUBQ;Yes
Yes;Yes;1734-ZMNTZ;No
Yes;No;1735-XMJVH;No
No;No phone service;1740-CSDJP;Yes
Yes;Yes;1741-WTPON;No
Yes;Yes;1744-JHKYS;No
Yes;No;1746-TGTWV;No
Yes;No;1750-CSKKM;Yes
Yes;Yes;1751-NCDLI;No
Yes;No;1752-OZXFY;No
Yes;No;1754-GKYPY;No
Yes;No;1755-FZQEC;No
Yes;No;1755-RMCXH;No
Yes;No;1757-TCATG;No
Yes;No;1760-CAZHT;No
Yes;No;1761-AEZZR;Yes
Yes;No;1763-KUAAW;No
Yes;No;1763-WQFUK;No
Yes;No;1764-VUUMT;No
Yes;Yes;1766-GKNMI;No
Yes;Yes;1767-CJKBA;No
Yes;No;1767-TGTKO;No
Yes;Yes;1768-HNVGJ;No
No;No phone service;1768-ZAIFU;Yes
Yes;No;1769-GRUIK;No
Yes;Yes;1771-OADNZ;Yes
Yes;Yes;1775-KWJKQ;No
Yes;No;1776-SPBWV;No
No;No phone service;1777-JYQPJ;No
Yes;Yes;1779-PWPMG;No
Yes;No;1784-BXEFA;No
Yes;Yes;1784-EZDKJ;No
Yes;No;1785-BPHTP;No
Yes;No;1790-NESIO;No
Yes;No;1791-PQHBB;No
Yes;No;1792-UXAFY;Yes
Yes;No;1794-HBQTJ;Yes
Yes;Yes;1794-SWWKL;No
Yes;No;1796-JANOW;No
Yes;No;1803-BGNBD;No
Yes;No;1809-DMJHQ;Yes
Yes;Yes;1810-BOHSY;No
Yes;Yes;1810-MVMAI;No
Yes;No;1813-JLKWR;No
Yes;Yes;1813-JYWTO;No
Yes;Yes;1814-DKOLC;No
No;No phone service;1814-WFGVS;No
No;No phone service;1816-FLZDK;No
Yes;No;1818-ESQMW;No
Yes;Yes;1820-DJFPH;No
Yes;No;1820-TQVEV;Yes
Yes;No;1821-BUCWY;No
Yes;Yes;1830-GGFNM;No
Yes;No;1830-IPXVJ;No
Yes;Yes;1832-PEUTS;No
Yes;Yes;1833-TCXKK;No
Yes;Yes;1833-VGRUM;Yes
Yes;No;1834-ABKHQ;No
Yes;No;1834-WULEG;No
No;No phone service;1837-YQUCE;No
Yes;No;1839-FBNFR;No
Yes;Yes;1839-UMACK;No
Yes;Yes;1840-BIUOG;No
Yes;Yes;1841-YSJGV;No
Yes;Yes;1842-EZJMK;Yes
Yes;No;1843-TLSGD;No
Yes;Yes;1845-CSBRZ;No
Yes;No;1845-ZLLIG;No
Yes;No;1846-XWOQN;Yes
Yes;No;1848-LBZHY;No
Yes;No;1849-RJYIG;No
Yes;No;1850-AKQEP;No
Yes;Yes;1852-QSWCD;No
Yes;Yes;1852-XEMDW;No
No;No phone service;1853-ARAAQ;No
Yes;No;1853-UDXBW;Yes
Yes;No;1855-AGAWH;No
Yes;No;1855-CFULU;No
Yes;No;1862-QRWPE;No
No;No phone service;1862-SKORY;Yes
No;No phone service;1866-DIOQZ;No
Yes;No;1866-NXPSP;No
Yes;No;1866-OBPNR;No
Yes;Yes;1866-RZZQS;Yes
Yes;No;1866-ZSLJM;No
Yes;Yes;1867-BDVFH;Yes
Yes;Yes;1867-TJHTS;No
Yes;No;1871-MOWRM;Yes
Yes;No;1872-EBWSC;No
Yes;Yes;1875-QIVME;Yes
Yes;No;1877-HKBQX;No
Yes;Yes;1891-FZYSA;Yes
Yes;Yes;1891-QRQSA;No
Yes;Yes;1891-UAWWU;Yes
Yes;No;1894-IGFSG;Yes
Yes;No;1895-QTKDO;No
Yes;Yes;1897-OKVMW;No
Yes;Yes;1897-RCFUM;No
Yes;No;1898-JSNDC;No
Yes;Yes;1899-VXWXM;Yes
Yes;No;1902-XBTFB;Yes
Yes;Yes;1904-WAJAA;No
Yes;No;1905-OEILC;No
Yes;No;1907-UBQFC;Yes
Yes;No;1907-YLNYW;No
Yes;No;1910-FMXJM;No
Yes;No;1915-IOFGU;Yes
Yes;No;1915-OAKWD;No
Yes;No;1918-ZBFQJ;Yes
Yes;No;1919-RTPQD;No
Yes;Yes;1921-KYSAY;No
Yes;No;1925-GMVBW;No
No;No phone service;1925-LFCZZ;No
Yes;Yes;1925-TIBLE;Yes
Yes;Yes;1926-QUZNN;No
Yes;No;1927-QEWMY;No
Yes;Yes;1928-BXYIV;No
No;No phone service;1929-ZCBHE;No
Yes;No;1930-BZLHI;No
Yes;No;1930-QPBVZ;No
Yes;No;1930-WNXSB;No
Yes;Yes;1932-UEDCX;No
Yes;No;1934-MKPXS;No
Yes;No;1934-SJVJK;Yes
Yes;No;1935-IMVBB;No
No;No phone service;1936-CZAKF;No
Yes;Yes;1936-UAFEH;No
Yes;Yes;1937-OTUKY;No
Yes;No;1941-HOSAM;No
Yes;No;1942-OQFRW;No
Yes;No;1945-XISKS;No
Yes;Yes;1950-KSVVJ;No
Yes;Yes;1951-IEYXM;No
Yes;No;1952-DVVSW;No
Yes;No;1955-IBMMB;No
Yes;No;1956-YIFGE;No
Yes;Yes;1958-RNRKS;No
Yes;No;1960-UOTYM;No
Yes;Yes;1960-UYCNN;No
Yes;No;1963-SVUCV;Yes
Yes;No;1963-VAUKV;Yes
Yes;No;1964-SVLEA;No
Yes;Yes;1965-AKTSX;Yes
Yes;Yes;1965-DDBWU;Yes
Yes;Yes;1970-KKFWL;No
Yes;Yes;1971-DTCZB;No
Yes;No;1972-XMUWV;No
No;No phone service;1976-AZZPJ;No
Yes;No;1976-CFOCS;Yes
Yes;No;1977-STDKI;Yes
Yes;Yes;1980-KXVPM;Yes
Yes;No;1981-INRFU;Yes
Yes;Yes;1982-FEBTD;No
Yes;Yes;1984-FCOWB;Yes
Yes;Yes;1984-GPTEH;No
Yes;No;1985-MBRYP;No
Yes;Yes;1986-PHGZF;No
Yes;Yes;1987-AUELQ;No
Yes;Yes;1989-PRJHP;Yes
Yes;No;1991-VOPLL;No
Yes;No;1996-DBMUS;No
Yes;No;1998-VHJHK;No
Yes;Yes;2000-DHJUY;No
Yes;Yes;2000-MPKCA;No
Yes;Yes;2001-EWBQU;No
Yes;Yes;2001-MCUUW;No
Yes;No;2002-MZHWP;Yes
Yes;No;2003-CKLOR;Yes
Yes;No;2004-OCQXK;Yes
Yes;No;2005-DWQZJ;No
Yes;No;2007-QVGAW;No
No;No phone service;2011-TRQYE;Yes
Yes;Yes;2012-NWRPA;Yes
Yes;No;2013-SGDXK;Yes
Yes;Yes;2014-MKGMH;No
Yes;No;2017-CCBLH;No
Yes;No;2018-PZKMU;No
Yes;No;2018-QKYGT;No
Yes;Yes;2019-HDCZY;No
Yes;No;2023-VQFDL;No
Yes;No;2024-BASKD;Yes
Yes;Yes;2025-JKFWI;Yes
Yes;No;2026-TGDHM;Yes
Yes;No;2027-CWDNU;No
Yes;No;2027-DNKIV;No
Yes;Yes;2027-FECZV;Yes
No;No phone service;2027-OAQQC;Yes
Yes;Yes;2027-WKXMW;No
Yes;No;2030-BTZRO;No
Yes;Yes;2034-CGRHZ;Yes
Yes;No;2034-GDRCN;Yes
Yes;Yes;2037-SGXHH;Yes
Yes;No;2037-XJFUP;Yes
Yes;Yes;2038-LLMLM;No
Yes;No;2038-OEQZH;No
Yes;Yes;2038-YSEZE;No
Yes;No;2039-JONDJ;No
Yes;Yes;2040-LDIWQ;No
Yes;Yes;2040-OBMLJ;No
Yes;Yes;2040-VZIKE;No
Yes;Yes;2040-XBAVJ;No
Yes;Yes;2041-JIJCI;No
Yes;No;2043-WVTQJ;No
No;No phone service;2045-BMBTJ;No
No;No phone service;2049-BAFNW;No
Yes;Yes;2050-ONYDQ;No
Yes;Yes;2054-PJOCK;No
Yes;No;2055-BFOCC;No
Yes;No;2055-PDADH;Yes
Yes;Yes;2055-SIFSS;No
Yes;No;2056-EVGZL;No
Yes;Yes;2057-BOYKM;No
Yes;Yes;2057-ZBLPD;Yes
Yes;No;2058-DCJBE;Yes
Yes;No;2061-VVFST;No
Yes;Yes;2065-MMKGR;No
Yes;Yes;2067-QYTCF;No
Yes;No;2068-WWXQZ;No
Yes;No;2070-FNEXE;Yes
Yes;Yes;2070-XYMFH;No
Yes;Yes;2072-ZVJJX;No
No;No phone service;2073-QBVBI;No
Yes;No;2074-GKOWZ;Yes
Yes;Yes;2074-GUHPQ;No
Yes;No;2075-PUEPR;No
Yes;No;2075-RMJIK;No
Yes;Yes;2077-DDHJK;No
Yes;Yes;2077-MPJQO;No
Yes;No;2079-FBMZK;Yes
Yes;Yes;2080-CAZNM;No
Yes;No;2080-GKCWQ;No
Yes;Yes;2080-SRCDE;No
Yes;No;2081-KJSQF;No
Yes;No;2081-VEYEH;No
Yes;No;2082-CEFLT;Yes
Yes;Yes;2082-OJVTK;Yes
Yes;No;2085-BOJKI;No
Yes;No;2085-JVGAD;No
Yes;No;2087-QAREY;No
Yes;Yes;2088-IEBAU;No
Yes;Yes;2091-GPPIQ;No
No;No phone service;2091-MJTFX;Yes
Yes;Yes;2091-RFFBA;Yes
Yes;No;2096-XOTMO;No
Yes;Yes;2097-YVPKN;No
Yes;Yes;2100-BDNSN;Yes
Yes;Yes;2101-RANCD;No
Yes;Yes;2103-ZRXFN;No
Yes;Yes;2105-PHWON;No
Yes;Yes;2107-FBPTK;No
Yes;Yes;2108-GLPQB;No
No;No phone service;2108-XWMPY;Yes
Yes;No;2108-YKQTY;Yes
Yes;No;2111-DWYHN;No
Yes;No;2114-MGINA;Yes
Yes;No;2115-BFTIW;Yes
Yes;No;2120-SMPEX;No
Yes;Yes;2121-JAFOM;No
Yes;No;2122-SZZZD;No
Yes;No;2122-YWVYA;No
Yes;No;2123-AGEEN;No
Yes;Yes;2123-VSCOT;No
Yes;Yes;2126-GSEGL;No
Yes;Yes;2129-ALKBS;No
Yes;No;2133-TSRRM;No
Yes;No;2135-DQWAQ;No
Yes;No;2135-RXIHG;Yes
No;No phone service;2137-DQMEV;No
Yes;No;2138-VFAPZ;No
Yes;No;2139-FQHLM;No
Yes;No;2141-RRYGO;Yes
Yes;Yes;2143-LJULT;No
Yes;Yes;2144-BFDSO;No
No;No phone service;2144-ESWKO;No
Yes;No;2146-EGVDT;No
Yes;No;2150-OEGBV;No
Yes;No;2150-UWTFY;Yes
Yes;Yes;2150-WLKUW;No
Yes;Yes;2153-MREFK;Yes
Yes;Yes;2154-KVJFF;Yes
Yes;Yes;2155-AMQRX;No
Yes;Yes;2157-MXBJS;Yes
Yes;No;2159-TURXX;No
Yes;Yes;2160-GPFXD;No
No;No phone service;2162-FRZAA;No
Yes;No;2164-SOQXL;No
Yes;No;2165-VOEGB;Yes
Yes;Yes;2167-FQSTQ;No
Yes;Yes;2169-RRLFW;No
Yes;No;2171-UDMFD;No
Yes;Yes;2172-EJXVF;No
Yes;Yes;2176-LVPNX;No
Yes;Yes;2176-OSJUV;No
Yes;No;2178-PMGCJ;No
Yes;No;2180-DXNEG;Yes
Yes;No;2181-TIDSV;No
Yes;No;2181-UAESM;No
Yes;Yes;2186-QZEYA;No
No;No phone service;2187-LZGPL;Yes
Yes;No;2187-PKZAY;No
Yes;No;2188-SXWVT;No
Yes;Yes;2189-UXTKY;Yes
Yes;No;2189-WWOEW;Yes
Yes;Yes;2190-BCXEC;No
Yes;Yes;2190-PHBHR;No
No;No phone service;2192-CKRLV;No
Yes;Yes;2192-OZITF;No
Yes;No;2193-SFWQW;No
Yes;Yes;2194-IIQOF;No
Yes;No;2195-VVRJF;No
Yes;No;2195-ZRVAX;Yes
No;No phone service;2197-OMWGI;No
Yes;Yes;2200-DSAAL;No
Yes;No;2202-CUYXZ;Yes
Yes;Yes;2202-OUTMO;No
Yes;Yes;2203-GHNWN;No
Yes;Yes;2205-LPVGL;No
Yes;Yes;2205-YMZZJ;Yes
Yes;No;2207-NHRJK;Yes
Yes;No;2207-OBZNX;Yes
Yes;No;2207-QPJED;No
Yes;Yes;2207-RYYRL;No
Yes;No;2208-MPXIO;No
Yes;Yes;2208-NKVVH;No
Yes;No;2208-NQBCT;No
Yes;Yes;2208-UGTGR;No
No;No phone service;2209-XADXF;No
Yes;Yes;2211-RMNHO;No
No;No phone service;2212-LYASK;No
Yes;Yes;2215-ZAFGX;No
Yes;No;2219-MVUSO;Yes
Yes;No;2220-IAHLS;No
